MJD,V-mag,SE,air.mass
58072.08604,12.0822,0.0019,1.145
58072.08655,12.0791,0.0019,1.147
58072.08706,12.0784,0.0018,1.148
58072.08756,12.0807,0.0018,1.150
58072.08807,12.0842,0.0017,1.151
58072.08856,12.0838,0.0016,1.153
58072.08907,12.0781,0.0015,1.154
58072.08958,12.0828,0.0015,1.156
58072.09009,12.0777,0.0015,1.157
58072.09060,12.0907,0.0015,1.159
58072.09111,12.0833,0.0015,1.160
58072.09162,12.0828,0.0015,1.162
58072.09213,12.0813,0.0015,1.163
58072.09264,12.0730,0.0015,1.165
58072.09315,12.0859,0.0015,1.166
58072.09366,12.0784,0.0015,1.168
58072.09417,12.0802,0.0015,1.169
58072.09466,12.0857,0.0015,1.171
58072.09516,12.0717,0.0015,1.173
58072.09567,12.0827,0.0014,1.174
58072.09617,12.0819,0.0014,1.176
58072.09668,12.0763,0.0014,1.177
58072.09718,12.0856,0.0014,1.179
58072.09767,12.0762,0.0014,1.181
58072.09869,12.0835,0.0014,1.184
58072.09920,12.0774,0.0014,1.186
58072.09971,12.0774,0.0014,1.187
58072.10021,12.0806,0.0014,1.189
58072.10071,12.0739,0.0015,1.191
58072.10278,12.0845,0.0015,1.198
58072.10444,12.0813,0.0016,1.204
58072.10486,12.0807,0.0018,1.205
58072.10528,12.0885,0.0019,1.207
58072.10569,12.0720,0.0021,1.208
58072.10611,12.0689,0.0022,1.210
58072.10653,12.0859,0.0023,1.211
58072.10694,12.0754,0.0023,1.213
58072.10736,12.0731,0.0023,1.214
58072.10778,12.0808,0.0023,1.216
58072.10946,12.0851,0.0022,1.222
58072.10987,12.0676,0.0022,1.224
58072.11029,12.0778,0.0021,1.226
58072.11071,12.0785,0.0020,1.227
58072.11112,12.0839,0.0019,1.229
58072.11154,12.0868,0.0018,1.230
58072.11196,12.0668,0.0018,1.232
58072.11237,12.0823,0.0017,1.234
58072.11279,12.0840,0.0016,1.235
58072.11321,12.0759,0.0016,1.237
58072.11362,12.0775,0.0015,1.239
58072.11404,12.0812,0.0015,1.241
58072.11487,12.0775,0.0014,1.244
58072.11529,12.0783,0.0014,1.246
58072.11571,12.0845,0.0014,1.247
58072.11612,12.0793,0.0013,1.249
58072.11654,12.0825,0.0013,1.251
58072.11696,12.0810,0.0013,1.253
58072.11779,12.0748,0.0013,1.256
58072.11821,12.0831,0.0013,1.258
58072.11862,12.0820,0.0014,1.260
58072.11904,12.0783,0.0014,1.262
58072.11946,12.0763,0.0014,1.263
58072.12029,12.0811,0.0015,1.267
58072.12071,12.0745,0.0015,1.269
58072.12112,12.0855,0.0016,1.271
58072.14135,12.0828,0.0016,1.374
58072.14185,12.0763,0.0016,1.377
58072.14236,12.0776,0.0016,1.380
58072.14286,12.0702,0.0016,1.383
58072.14336,12.0791,0.0016,1.386
58072.14387,12.0832,0.0015,1.389
58072.14436,12.0782,0.0015,1.392
58072.14487,12.0826,0.0014,1.395
58072.14538,12.0802,0.0014,1.398
58072.14588,12.0742,0.0013,1.401
58072.14637,12.0807,0.0013,1.404
58072.14688,12.0847,0.0013,1.408
58072.14738,12.0767,0.0013,1.411
58072.14789,12.0855,0.0014,1.414
58072.14840,12.0750,0.0014,1.417
58072.14890,12.0665,0.0015,1.421
58072.14941,12.0803,0.0015,1.424
58072.14988,12.0806,0.0016,1.427
58072.15038,12.0838,0.0016,1.430
58072.15088,12.0859,0.0017,1.433
58072.15139,12.0870,0.0017,1.437
58072.15189,12.0915,0.0017,1.440
58072.15240,12.0802,0.0017,1.444
58072.15289,12.0795,0.0017,1.447
58072.15340,12.0827,0.0016,1.450
58072.15391,12.0676,0.0016,1.454
58072.15441,12.0813,0.0016,1.457
58072.15491,12.0834,0.0016,1.461
58072.15542,12.0711,0.0015,1.464
58072.15593,12.0779,0.0015,1.468
58072.15642,12.0807,0.0014,1.471
58072.15693,12.0768,0.0014,1.475
58072.15743,12.0814,0.0013,1.479
58072.15793,12.0826,0.0013,1.482
58072.15844,12.0760,0.0013,1.486
58072.15895,12.0762,0.0012,1.490
58072.15944,12.0801,0.0012,1.493
58072.15995,12.0788,0.0012,1.497
58072.16046,12.0774,0.0012,1.501
58072.16097,12.0885,0.0012,1.505
58072.16147,12.0747,0.0013,1.509
58072.16199,12.0867,0.0014,1.513
58072.16245,12.0702,0.0014,1.516
58072.16296,12.0797,0.0015,1.520
58072.16347,12.0769,0.0016,1.524
58072.16398,12.0838,0.0016,1.528
58072.16448,12.0798,0.0017,1.532
58072.16499,12.0772,0.0017,1.536
58072.16550,12.0865,0.0017,1.540
58072.16600,12.0810,0.0017,1.544
58072.16649,12.0801,0.0017,1.548
58072.16700,12.0856,0.0016,1.552
58072.16751,12.0829,0.0016,1.557
58072.16802,12.0784,0.0015,1.561
58072.16853,12.0783,0.0015,1.565
58072.16904,12.0800,0.0015,1.569
58072.16955,12.0798,0.0015,1.574
58072.17002,12.0704,0.0015,1.578
58072.17052,12.0771,0.0015,1.582
58072.17103,12.0715,0.0016,1.586
58072.17152,12.0806,0.0017,1.591
58072.17203,12.0730,0.0018,1.595
58072.17253,12.0743,0.0018,1.600
58072.17304,12.0722,0.0019,1.604
58072.17355,12.0742,0.0019,1.609
58072.17406,12.0787,0.0020,1.613
58072.17457,12.0684,0.0020,1.618
58072.17508,12.0821,0.0020,1.623
58072.17558,12.0787,0.0019,1.627
58072.17609,12.0877,0.0019,1.632
58072.17660,12.0789,0.0018,1.637
58072.17709,12.0864,0.0017,1.641
58072.17760,12.0756,0.0016,1.646
58072.17811,12.0682,0.0016,1.651
58072.17862,12.0840,0.0015,1.656
58072.17910,12.0791,0.0015,1.661
58072.17961,12.0816,0.0015,1.666
58072.18012,12.0802,0.0014,1.671
58072.18063,12.0755,0.0014,1.676
58072.18112,12.0766,0.0014,1.681
58072.18162,12.0787,0.0014,1.686
58072.18213,12.0791,0.0014,1.691
58072.18264,12.0797,0.0014,1.696
58072.18315,12.0725,0.0014,1.701
58072.18366,12.0786,0.0014,1.707
58072.18416,12.0819,0.0014,1.712
58072.18466,12.0772,0.0014,1.717
58072.18516,12.0806,0.0013,1.722
58072.18567,12.0722,0.0013,1.728
58072.18618,12.0844,0.0012,1.733
58072.18666,12.0828,0.0012,1.739
58072.18715,12.0798,0.0011,1.744
58072.18766,12.0812,0.0011,1.750
58072.18817,12.0802,0.0010,1.755
58072.18868,12.0802,0.0009,1.761
58072.18918,12.0733,0.0009,1.767
58072.18965,12.0787,0.0009,1.772
58072.19016,12.0814,0.0009,1.778
58072.19066,12.0812,0.0010,1.783
58072.19117,12.0863,0.0011,1.789
58072.19168,12.0794,0.0012,1.795
58072.19218,12.0824,0.0013,1.801
58072.19269,12.0800,0.0014,1.807
58072.19319,12.0711,0.0015,1.813
58072.19369,12.0780,0.0015,1.819
58072.19420,12.0738,0.0016,1.826
58072.19470,12.0713,0.0016,1.832
58072.19520,12.0748,0.0016,1.838
58072.19571,12.0830,0.0016,1.844
58072.19620,12.0809,0.0016,1.850
58072.19671,12.0845,0.0016,1.857
58072.19721,12.0826,0.0013,1.863
58072.19771,12.0739,0.0013,1.870
58072.19873,12.0678,0.0013,1.883
58072.19924,12.0703,0.0013,1.889
58072.19973,12.0691,0.0016,1.896
58072.20024,12.0808,0.0016,1.903
58072.20075,12.0713,0.0016,1.910
58072.20126,12.0728,0.0016,1.917
58072.20176,12.0840,0.0016,1.923
58072.20227,12.0765,0.0016,1.930
58072.20278,12.0797,0.0016,1.937
58072.20329,12.0779,0.0017,1.945
58072.20380,12.0845,0.0017,1.952
58072.20429,12.0872,0.0018,1.959
58072.20479,12.0811,0.0019,1.966
58072.20530,12.0824,0.0020,1.973
58072.20581,12.0914,0.0021,1.981
58072.20632,12.0791,0.0021,1.988
58072.20683,12.0807,0.0022,1.996
58072.20733,12.0697,0.0022,2.003
58072.20784,12.0924,0.0023,2.011
58072.20833,12.0736,0.0022,2.019
58072.20885,12.0765,0.0022,2.027
58072.20935,12.0818,0.0022,2.034
58072.20985,12.0816,0.0021,2.042
58072.21035,12.0740,0.0021,2.050
58072.21086,12.0923,0.0020,2.058
58072.21137,12.0762,0.0019,2.066
58072.21188,12.0822,0.0018,2.074
58072.21237,12.0756,0.0017,2.082
58072.21288,12.0701,0.0017,2.091
58072.21339,12.0817,0.0017,2.099
58072.21390,12.0756,0.0017,2.108
58072.21441,12.0871,0.0018,2.116
58072.21491,12.0870,0.0019,2.125
58072.21541,12.0833,0.0016,2.133
58072.21590,12.0892,0.0017,2.142
58072.21691,12.0817,0.0019,2.159
58072.21743,12.0808,0.0019,2.169
58072.21793,12.0790,0.0023,2.178
58072.21843,12.0775,0.0023,2.187
58072.21892,12.0774,0.0037,2.196
58073.04628,12.0768,0.0013,1.067
58073.04679,12.0755,0.0014,1.068
58073.04729,12.0770,0.0012,1.069
58073.04779,12.0765,0.0013,1.070
58073.04830,12.0768,0.0014,1.070
58073.04881,12.0730,0.0015,1.071
58073.04931,12.0733,0.0015,1.072
58073.04981,12.0780,0.0014,1.073
58073.05032,12.0775,0.0014,1.074
58073.05083,12.0813,0.0013,1.074
58073.05133,12.0859,0.0013,1.075
58073.05185,12.0797,0.0012,1.076
58073.05235,12.0816,0.0012,1.077
58073.05285,12.0800,0.0011,1.078
58073.05332,12.0730,0.0011,1.079
58073.05383,12.0764,0.0011,1.079
58073.05434,12.0830,0.0011,1.080
58073.05485,12.0758,0.0012,1.081
58073.05535,12.0772,0.0012,1.082
58073.05586,12.0835,0.0012,1.083
58073.05637,12.0735,0.0012,1.084
58073.05687,12.0808,0.0012,1.085
58073.05738,12.0760,0.0012,1.086
58073.05789,12.0793,0.0011,1.087
58073.05840,12.0757,0.0011,1.088
58073.05888,12.0765,0.0010,1.089
58073.05938,12.0757,0.0009,1.090
58073.05988,12.0791,0.0009,1.091
58073.06038,12.0827,0.0008,1.092
58073.06088,12.0745,0.0008,1.092
58073.06139,12.0802,0.0007,1.094
58073.06189,12.0800,0.0007,1.094
58073.06238,12.0798,0.0008,1.095
58073.06289,12.0768,0.0009,1.097
58073.06339,12.0738,0.0011,1.098
58073.06389,12.0759,0.0012,1.099
58073.06439,12.0794,0.0014,1.100
58073.06488,12.0808,0.0016,1.101
58073.06539,12.0766,0.0017,1.102
58073.06589,12.0790,0.0019,1.103
58073.06639,12.0791,0.0020,1.104
58073.06690,12.0715,0.0020,1.105
58073.06740,12.0780,0.0020,1.106
58073.06791,12.0813,0.0020,1.107
58073.06840,12.0782,0.0019,1.108
58073.06891,12.0848,0.0018,1.109
58073.06941,12.0760,0.0016,1.111
58073.06992,12.0766,0.0015,1.112
58073.07042,12.0780,0.0014,1.113
58073.07093,12.0810,0.0014,1.114
58073.07142,12.0775,0.0013,1.115
58073.07192,12.0793,0.0014,1.116
58073.07242,12.0723,0.0014,1.117
58073.07293,12.0757,0.0014,1.119
58073.07343,12.0745,0.0015,1.120
58073.07394,12.0784,0.0015,1.121
58073.07443,12.0805,0.0015,1.122
58073.07494,12.0788,0.0014,1.124
58073.07544,12.0802,0.0014,1.125
58073.07594,12.0784,0.0014,1.126
58073.07645,12.0806,0.0013,1.127
58073.07696,12.0790,0.0014,1.129
58073.07745,12.0823,0.0014,1.130
58073.07796,12.0802,0.0014,1.131
58073.07846,12.0814,0.0015,1.132
58073.07897,12.0828,0.0015,1.134
58073.07947,12.0785,0.0015,1.135
58073.07998,12.0762,0.0015,1.136
58073.08049,12.0817,0.0015,1.138
58073.08098,12.0852,0.0015,1.139
58073.08149,12.0839,0.0015,1.140
58073.08200,12.0795,0.0015,1.142
58073.08250,12.0834,0.0015,1.143
58073.08301,12.0870,0.0015,1.145
58073.08352,12.0820,0.0015,1.146
58073.08402,12.0768,0.0015,1.147
58073.08451,12.0825,0.0015,1.149
58073.08502,12.0813,0.0015,1.150
58073.08552,12.0798,0.0015,1.152
58073.08600,12.0813,0.0014,1.153
58073.08649,12.0730,0.0014,1.155
58073.08700,12.0783,0.0013,1.156
58073.08751,12.0786,0.0013,1.157
58073.08801,12.0763,0.0012,1.159
58073.08852,12.0781,0.0012,1.160
58073.08902,12.0721,0.0012,1.162
58073.08953,12.0802,0.0012,1.164
58073.09002,12.0764,0.0012,1.165
58073.09052,12.0847,0.0012,1.167
58073.09103,12.0819,0.0013,1.168
58073.09154,12.0754,0.0013,1.170
58073.09205,12.0769,0.0014,1.171
58073.09256,12.0782,0.0014,1.173
58073.09307,12.0816,0.0014,1.175
58073.09356,12.0845,0.0015,1.176
58073.09407,12.0821,0.0015,1.178
58073.09458,12.0837,0.0015,1.179
58073.09509,12.0783,0.0015,1.181
58073.09560,12.0795,0.0014,1.183
58073.09610,12.0826,0.0014,1.184
58073.09661,12.0859,0.0014,1.186
58073.09712,12.0722,0.0014,1.188
58073.09763,12.0799,0.0013,1.190
58073.09813,12.0812,0.0013,1.191
58073.09863,12.0792,0.0012,1.193
58073.09914,12.0733,0.0011,1.195
58073.09965,12.0816,0.0011,1.197
58073.10016,12.0770,0.0010,1.198
58073.10067,12.0794,0.0010,1.200
58073.10117,12.0783,0.0010,1.202
58073.10168,12.0716,0.0010,1.204
58073.10219,12.0788,0.0010,1.206
58073.10269,12.0837,0.0010,1.207
58073.10319,12.0718,0.0011,1.209
58073.10372,12.0790,0.0012,1.211
58073.10422,12.0832,0.0013,1.213
58073.10472,12.0828,0.0013,1.215
58073.10523,12.0800,0.0014,1.217
58073.10575,12.0797,0.0015,1.219
58073.10625,12.0806,0.0016,1.221
58073.10672,12.0718,0.0017,1.222
58073.10720,12.0873,0.0018,1.224
58073.10766,12.0796,0.0018,1.226
58073.10818,12.0768,0.0018,1.228
58073.10868,12.0769,0.0019,1.230
58073.10919,12.0782,0.0019,1.232
58073.10970,12.0790,0.0019,1.234
58073.11020,12.0814,0.0019,1.236
58073.11071,12.0822,0.0020,1.238
58073.11122,12.0838,0.0020,1.240
58073.11172,12.0736,0.0021,1.242
58073.11223,12.0738,0.0022,1.244
58073.11273,12.0753,0.0018,1.246
58073.11324,12.0774,0.0019,1.248
58073.11426,12.0735,0.0019,1.253
58073.11477,12.0774,0.0019,1.255
58073.11528,12.0757,0.0023,1.257
58073.11579,12.0767,0.0022,1.259
58073.11630,12.0822,0.0021,1.262
58073.11679,12.0758,0.0019,1.264
58073.11729,12.0798,0.0018,1.266
58073.11781,12.0784,0.0018,1.268
58073.11831,12.0743,0.0017,1.270
58073.11882,12.0750,0.0017,1.273
58073.11933,12.0799,0.0017,1.275
58073.11984,12.0774,0.0017,1.277
58073.12034,12.0760,0.0017,1.280
58073.12084,12.0830,0.0017,1.282
58073.12134,12.0728,0.0017,1.284
58073.12185,12.0850,0.0017,1.287
58073.12235,12.0819,0.0016,1.289
58073.12286,12.0896,0.0016,1.291
58073.12337,12.0790,0.0015,1.294
58073.12387,12.0822,0.0014,1.296
58073.12438,12.0875,0.0014,1.299
58073.12488,12.0790,0.0013,1.301
58073.12539,12.0776,0.0013,1.304
58073.12590,12.0793,0.0012,1.306
58073.12641,12.0827,0.0012,1.309
58073.12692,12.0752,0.0012,1.311
58073.12742,12.0772,0.0012,1.314
58073.12793,12.0790,0.0012,1.316
58073.12844,12.0782,0.0012,1.319
58073.12895,12.0824,0.0012,1.321
58073.12946,12.0716,0.0013,1.324
58073.12994,12.0754,0.0013,1.326
58073.13046,12.0805,0.0013,1.329
58073.13096,12.0823,0.0013,1.332
58073.13147,12.0796,0.0013,1.335
58073.13198,12.0794,0.0014,1.337
58073.13249,12.0772,0.0014,1.340
58073.13299,12.0780,0.0014,1.343
58073.13350,12.0785,0.0015,1.345
58073.13400,12.0762,0.0015,1.348
58073.13451,12.0710,0.0016,1.351
58073.13501,12.0742,0.0017,1.354
58073.13552,12.0782,0.0018,1.357
58073.13603,12.0758,0.0020,1.359
58073.13654,12.0834,0.0021,1.362
58073.13704,12.0794,0.0022,1.365
58073.13755,12.0772,0.0023,1.368
58073.13807,12.0925,0.0024,1.371
58073.13856,12.0784,0.0024,1.374
58073.13909,12.0722,0.0024,1.377
58073.13959,12.0753,0.0023,1.380
58073.14009,12.0687,0.0022,1.383
58073.14060,12.0711,0.0021,1.386
58073.14111,12.0801,0.0020,1.389
58073.14162,12.0789,0.0018,1.392
58073.14213,12.0777,0.0017,1.395
58073.14263,12.0861,0.0016,1.398
58073.14314,12.0823,0.0015,1.401
58073.14363,12.0770,0.0014,1.404
58073.14414,12.0817,0.0013,1.408
58073.14465,12.0701,0.0013,1.411
58073.14516,12.0833,0.0013,1.414
58073.14567,12.0770,0.0014,1.417
58073.14617,12.0786,0.0014,1.420
58073.14667,12.0811,0.0015,1.424
58073.14718,12.0848,0.0016,1.427
58073.14769,12.0843,0.0017,1.430
58073.14821,12.0796,0.0018,1.434
58073.14870,12.0778,0.0019,1.437
58073.14921,12.0867,0.0019,1.440
58073.14973,12.0807,0.0020,1.444
58073.15023,12.0822,0.0020,1.447
58073.15073,12.0790,0.0020,1.451
58073.15123,12.0813,0.0019,1.454
58073.15172,12.0770,0.0019,1.458
58073.15223,12.0757,0.0018,1.461
58073.15274,12.0842,0.0018,1.465
58073.15325,12.0771,0.0017,1.468
58073.15375,12.0816,0.0017,1.472
58073.15426,12.0777,0.0018,1.475
58073.15476,12.0837,0.0019,1.479
58073.15527,12.0753,0.0020,1.483
58073.15578,12.0895,0.0022,1.486
58073.15628,12.0739,0.0023,1.490
58073.15676,12.0852,0.0023,1.494
58073.15727,12.0737,0.0023,1.497
58073.15778,12.0688,0.0023,1.501
58073.15829,12.0764,0.0022,1.505
58073.15880,12.0850,0.0021,1.509
58073.15929,12.0778,0.0020,1.513
58073.15980,12.0845,0.0019,1.517
58073.16031,12.0859,0.0017,1.521
58073.16079,12.0756,0.0016,1.524
58073.16130,12.0833,0.0016,1.528
58073.16181,12.0795,0.0015,1.532
58073.16230,12.0803,0.0015,1.536
58073.16280,12.0762,0.0015,1.540
58073.16331,12.0724,0.0015,1.545
58073.16382,12.0800,0.0014,1.549
58073.16432,12.0769,0.0014,1.553
58073.16481,12.0768,0.0014,1.557
58073.16532,12.0796,0.0014,1.561
58073.16583,12.0853,0.0014,1.565
58073.16634,12.0776,0.0014,1.570
58073.16685,12.0749,0.0014,1.574
58073.16736,12.0718,0.0014,1.578
58073.16787,12.0763,0.0014,1.583
58073.16838,12.0806,0.0014,1.587
58073.16889,12.0800,0.0014,1.592
58073.16939,12.0773,0.0015,1.596
58073.16988,12.0752,0.0015,1.600
58073.17039,12.0739,0.0015,1.605
58073.17090,12.0780,0.0016,1.609
58073.17141,12.0767,0.0017,1.614
58073.17191,12.0786,0.0017,1.619
58073.17241,12.0829,0.0018,1.623
58073.17292,12.0683,0.0019,1.628
58073.17341,12.0780,0.0020,1.633
58073.17391,12.0752,0.0020,1.637
58073.17442,12.0831,0.0021,1.642
58073.17493,12.0806,0.0021,1.647
58073.17543,12.0769,0.0021,1.652
58073.17595,12.0837,0.0022,1.657
58073.17646,12.0817,0.0021,1.662
58073.17696,12.0817,0.0021,1.666
58073.17745,12.0755,0.0020,1.671
58073.17795,12.0799,0.0020,1.676
58073.17846,12.0804,0.0019,1.681
58073.17897,12.0818,0.0017,1.687
58073.17948,12.0776,0.0016,1.692
58073.17999,12.0767,0.0015,1.697
58073.18049,12.0750,0.0014,1.702
58073.18100,12.0743,0.0014,1.707
58073.18150,12.0800,0.0014,1.713
58073.18201,12.0830,0.0015,1.718
58073.18252,12.0849,0.0015,1.723
58073.18303,12.0778,0.0016,1.729
58073.18353,12.0778,0.0016,1.734
58073.18404,12.0840,0.0017,1.740
58073.18454,12.0814,0.0017,1.745
58073.18505,12.0865,0.0017,1.751
58073.18556,12.0863,0.0017,1.757
58073.18603,12.0761,0.0017,1.762
58073.18653,12.0850,0.0017,1.767
58073.18704,12.0805,0.0016,1.773
58073.18753,12.0821,0.0016,1.779
58073.18803,12.0781,0.0016,1.785
58073.18854,12.0821,0.0016,1.791
58073.18905,12.0788,0.0016,1.797
58073.18955,12.0824,0.0017,1.802
58073.19005,12.0872,0.0018,1.808
58073.19056,12.0766,0.0019,1.814
58073.19106,12.0885,0.0020,1.821
58073.19157,12.0758,0.0021,1.827
58073.19208,12.0792,0.0022,1.833
58073.19259,12.0850,0.0023,1.839
58073.19310,12.0889,0.0024,1.846
58073.19360,12.0791,0.0024,1.852
58073.19410,12.0765,0.0024,1.858
58073.19459,12.0752,0.0023,1.865
58073.19512,12.0836,0.0022,1.871
58073.19561,12.0773,0.0021,1.878
58073.19612,12.0774,0.0020,1.884
58073.19663,12.0847,0.0019,1.891
58073.19714,12.0841,0.0017,1.898
58073.19764,12.0778,0.0016,1.905
58073.19815,12.0866,0.0015,1.911
58073.19866,12.0714,0.0014,1.918
58073.19916,12.0818,0.0014,1.925
58073.19965,12.0787,0.0014,1.932
58073.20016,12.0723,0.0014,1.939
58073.20067,12.0773,0.0015,1.946
58073.20117,12.0760,0.0016,1.953
58073.20168,12.0795,0.0017,1.961
58073.20219,12.0853,0.0018,1.968
58073.20269,12.0657,0.0019,1.975
58073.20318,12.0877,0.0019,1.982
58073.20369,12.0775,0.0019,1.990
58073.20420,12.0833,0.0019,1.997
58073.20470,12.0820,0.0019,2.005
58073.20517,12.0826,0.0018,2.012
58073.20567,12.0722,0.0018,2.020
58073.20617,12.0748,0.0017,2.027
58073.20668,12.0790,0.0016,2.035
58073.20718,12.0769,0.0015,2.043
58073.20769,12.0789,0.0014,2.051
58073.20818,12.0700,0.0014,2.059
58073.20869,12.0724,0.0013,2.067
58073.20920,12.0825,0.0022,2.075
58074.04500,12.0690,0.0025,1.069
58074.04550,12.0729,0.0025,1.070
58074.04601,12.0796,0.0026,1.071
58074.04652,12.0720,0.0010,1.072
58074.04701,12.0822,0.0012,1.073
58074.04752,12.0780,0.0015,1.073
58074.04803,12.0810,0.0018,1.074
58074.04851,12.0739,0.0021,1.075
58074.04900,12.0792,0.0023,1.076
58074.04951,12.0800,0.0025,1.077
58074.05001,12.0761,0.0026,1.078
58074.05051,12.0715,0.0027,1.078
58074.05102,12.0707,0.0027,1.079
58074.05153,12.0794,0.0026,1.080
58074.05203,12.0786,0.0026,1.081
58074.05253,12.0812,0.0024,1.082
58074.05304,12.0793,0.0023,1.083
58074.05355,12.0839,0.0021,1.084
58074.05406,12.0846,0.0019,1.085
58074.05456,12.0754,0.0017,1.086
58074.05506,12.0823,0.0016,1.087
58074.05557,12.0779,0.0015,1.088
58074.05608,12.0754,0.0015,1.088
58074.05657,12.0820,0.0015,1.089
58074.05707,12.0793,0.0015,1.090
58074.05755,12.0827,0.0015,1.091
58074.05806,12.0736,0.0015,1.092
58074.05856,12.0707,0.0015,1.093
58074.05906,12.0746,0.0015,1.094
58074.05958,12.0788,0.0014,1.095
58074.06005,12.0807,0.0014,1.096
58074.06056,12.0778,0.0014,1.097
58074.06106,12.0830,0.0013,1.098
58074.06157,12.0760,0.0013,1.099
58074.06208,12.0780,0.0012,1.100
58074.06255,12.0760,0.0012,1.101
58074.06304,12.0791,0.0012,1.103
58074.06355,12.0802,0.0012,1.104
58074.06406,12.0738,0.0012,1.105
58074.06456,12.0777,0.0012,1.106
58074.06507,12.0745,0.0012,1.107
58074.06557,12.0781,0.0012,1.108
58074.06606,12.0802,0.0012,1.109
58074.06657,12.0793,0.0012,1.110
58074.06708,12.0861,0.0012,1.111
58074.06759,12.0828,0.0012,1.113
58074.06809,12.0759,0.0012,1.114
58074.06859,12.0830,0.0011,1.115
58074.06910,12.0788,0.0011,1.116
58074.06961,12.0734,0.0012,1.117
58074.07010,12.0745,0.0012,1.118
58074.07060,12.0733,0.0011,1.120
58074.07110,12.0763,0.0011,1.121
58074.07161,12.0791,0.0011,1.122
58074.07212,12.0724,0.0011,1.123
58074.07262,12.0832,0.0010,1.125
58074.07313,12.0746,0.0010,1.126
58074.07360,12.0794,0.0010,1.127
58074.07410,12.0783,0.0010,1.128
58074.07461,12.0806,0.0010,1.130
58074.07510,12.0847,0.0011,1.131
58074.07561,12.0770,0.0011,1.132
58074.07611,12.0760,0.0012,1.133
58074.07661,12.0797,0.0012,1.135
58074.07712,12.0771,0.0013,1.136
58074.07763,12.0820,0.0013,1.137
58074.07810,12.0821,0.0014,1.139
58074.07860,12.0816,0.0014,1.140
58074.07910,12.0805,0.0015,1.141
58074.07959,12.0852,0.0015,1.143
58074.08009,12.0838,0.0015,1.144
58074.08060,12.0816,0.0015,1.146
58074.08111,12.0781,0.0015,1.147
58074.08161,12.0806,0.0015,1.148
58074.08212,12.0790,0.0015,1.150
58074.08263,12.0868,0.0015,1.151
58074.08312,12.0746,0.0015,1.153
58074.08362,12.0826,0.0014,1.154
58074.08412,12.0780,0.0014,1.156
58074.08463,12.0761,0.0013,1.157
58074.08513,12.0767,0.0013,1.159
58074.08562,12.0762,0.0012,1.160
58074.08613,12.0802,0.0012,1.162
58074.08664,12.0848,0.0011,1.163
58074.08715,12.0807,0.0011,1.165
58074.08765,12.0790,0.0010,1.166
58074.08816,12.0745,0.0010,1.168
58074.08867,12.0812,0.0010,1.169
58074.08918,12.0796,0.0010,1.171
58074.08969,12.0829,0.0010,1.172
58074.09020,12.0771,0.0010,1.174
58074.09069,12.0802,0.0011,1.176
58074.09120,12.0814,0.0011,1.177
58074.09170,12.0783,0.0011,1.179
58074.09221,12.0831,0.0011,1.181
58074.09272,12.0821,0.0012,1.182
58074.09322,12.0733,0.0012,1.184
58074.09373,12.0838,0.0012,1.186
58074.09424,12.0803,0.0012,1.187
58074.09475,12.0797,0.0012,1.189
58074.09524,12.0826,0.0013,1.191
58074.09575,12.0823,0.0013,1.192
58074.09625,12.0842,0.0013,1.194
58074.09675,12.0771,0.0013,1.196
58074.09726,12.0811,0.0013,1.198
58074.09778,12.0800,0.0014,1.200
58074.09829,12.0832,0.0014,1.201
58074.09876,12.0781,0.0014,1.203
58074.09926,12.0707,0.0015,1.205
58074.09976,12.0816,0.0015,1.207
58074.10025,12.0768,0.0015,1.208
58074.10078,12.0783,0.0015,1.210
58074.10127,12.0848,0.0015,1.212
58074.10175,12.0809,0.0015,1.214
58074.10226,12.0807,0.0015,1.216
58074.10275,12.0789,0.0015,1.218
58074.10325,12.0793,0.0014,1.220
58074.10377,12.0831,0.0014,1.222
58074.10427,12.0872,0.0014,1.223
58074.10478,12.0854,0.0013,1.225
58074.10525,12.0759,0.0013,1.227
58074.10576,12.0759,0.0013,1.229
58074.10627,12.0781,0.0013,1.231
58074.10677,12.0719,0.0013,1.233
