MJD,V-mag,SE,air mass
57924.28228,11.8981,0.0031,1.217
57924.28326,11.9132,0.0030,1.214
57924.28373,11.9190,0.0029,1.212
57924.28420,11.9094,0.0028,1.210
57924.28466,11.9189,0.0028,1.209
57924.28514,11.9217,0.0029,1.207
57924.28560,11.9086,0.0030,1.205
57924.28606,11.8931,0.0031,1.203
57924.28654,11.9002,0.0033,1.202
57924.28700,11.9076,0.0035,1.200
57924.28747,11.9098,0.0037,1.198
57924.28794,11.9206,0.0038,1.197
57924.28840,11.9231,0.0040,1.195
57924.28887,11.9007,0.0041,1.194
57924.28934,11.9052,0.0042,1.192
57924.28980,11.9038,0.0043,1.190
57924.29027,11.9166,0.0044,1.189
57924.29073,11.8861,0.0045,1.187
57924.29126,11.9189,0.0045,1.185
57924.29172,11.9186,0.0046,1.184
57924.29225,11.8901,0.0047,1.182
57924.29271,11.8965,0.0047,1.181
57924.29318,11.9041,0.0048,1.179
57924.29365,11.9152,0.0048,1.178
57924.29412,11.9145,0.0048,1.176
57924.29458,11.8968,0.0047,1.175
57924.29506,11.9025,0.0046,1.173
57924.29553,11.9030,0.0044,1.172
57925.24641,11.9205,0.0049,1.374
57925.24689,11.9143,0.0049,1.371
57925.24833,11.8994,0.0049,1.363
57925.24881,11.9016,0.0031,1.360
57925.24933,11.9081,0.0034,1.357
57925.24980,11.9302,0.0036,1.354
57925.25027,11.9174,0.0038,1.352
57925.25074,11.9173,0.0040,1.349
57925.25120,11.9107,0.0042,1.347
57925.25168,11.8960,0.0045,1.344
57925.25215,11.9150,0.0047,1.342
57925.25262,11.9108,0.0050,1.339
57925.25308,11.9091,0.0053,1.337
57925.25455,11.8931,0.0055,1.329
57925.25501,11.9154,0.0057,1.326
57925.25549,11.9048,0.0059,1.324
57925.25595,11.9133,0.0060,1.322
57925.25642,11.9169,0.0060,1.319
57925.25689,11.9090,0.0059,1.317
57925.25736,11.8964,0.0058,1.314
57925.25782,11.9041,0.0056,1.312
57925.25830,11.9120,0.0054,1.310
57925.25877,11.9161,0.0051,1.307
57925.25924,11.9197,0.0050,1.305
57925.25971,11.9115,0.0047,1.303
57925.26017,11.9028,0.0046,1.301
57925.26064,11.9145,0.0044,1.298
57925.26110,11.9306,0.0043,1.296
57925.26157,11.9067,0.0041,1.294
57925.26204,11.9103,0.0041,1.292
57925.26256,11.9063,0.0040,1.289
57925.26303,11.9192,0.0040,1.287
57925.26350,11.9035,0.0039,1.285
57925.26397,11.9024,0.0040,1.283
57925.26443,11.8988,0.0041,1.280
57925.26490,11.9077,0.0041,1.278
57925.26537,11.9186,0.0042,1.276
57925.26583,11.9057,0.0042,1.274
57925.26631,11.9344,0.0042,1.272
57925.26677,11.9106,0.0042,1.270
57925.26725,11.9299,0.0042,1.268
57925.26771,11.9315,0.0043,1.266
57925.26818,11.9036,0.0046,1.264
57925.26865,11.9279,0.0048,1.262
57925.26911,11.9004,0.0051,1.260
57925.26957,11.9075,0.0054,1.258
57925.27005,11.9145,0.0057,1.256
57925.27052,11.9050,0.0059,1.253
57925.27098,11.9047,0.0062,1.252
57925.27192,11.9125,0.0066,1.248
57925.27238,11.9059,0.0068,1.246
57925.27286,11.9243,0.0071,1.244
57925.27333,11.9152,0.0073,1.242
57925.27380,11.9096,0.0076,1.240
57925.27427,11.9083,0.0080,1.238
57925.27666,11.9189,0.0090,1.228
57925.27718,11.9018,0.0089,1.226
57925.27765,11.9126,0.0085,1.225
57925.27859,11.8998,0.0076,1.221
57925.30598,11.9021,0.0061,1.134
57925.30646,11.9175,0.0054,1.133
57925.30692,11.9239,0.0047,1.131
57925.30740,11.9200,0.0043,1.130
57925.30786,11.9059,0.0040,1.129
57925.30833,11.9114,0.0038,1.128
57925.30880,11.8958,0.0036,1.127
57925.30927,11.9251,0.0036,1.125
57925.30973,11.8985,0.0035,1.124
57925.31021,11.9231,0.0035,1.123
57925.31068,11.9089,0.0035,1.122
57925.31115,11.9185,0.0035,1.121
57925.31161,11.9237,0.0035,1.120
57925.31208,11.9178,0.0035,1.119
57925.31255,11.9044,0.0035,1.117
57925.31301,11.9224,0.0034,1.116
57925.31347,11.8977,0.0034,1.115
57925.31395,11.9036,0.0034,1.114
57925.31442,11.9099,0.0035,1.113
57925.31488,11.9120,0.0036,1.112
57925.31536,11.9273,0.0039,1.111
57925.31582,11.8935,0.0042,1.110
57925.31630,11.9062,0.0045,1.109
57925.31723,11.9036,0.0053,1.107
57925.31770,11.9259,0.0055,1.106
57925.31817,11.9062,0.0057,1.105
57925.31863,11.9075,0.0057,1.104
57925.31911,11.9161,0.0056,1.103
57925.31957,11.9093,0.0053,1.102
57925.32003,11.9196,0.0050,1.101
57925.32051,11.9004,0.0045,1.100
57925.32098,11.9094,0.0041,1.099
57925.32145,11.9114,0.0036,1.098
57925.32191,11.8988,0.0031,1.097
57925.32238,11.9183,0.0027,1.096
57925.32291,11.9132,0.0024,1.095
57925.32338,11.8972,0.0022,1.094
57925.32384,11.9194,0.0020,1.093
57925.32432,11.9045,0.0019,1.092
57925.32478,11.9204,0.0017,1.091
57925.32525,11.9096,0.0016,1.090
57925.32572,11.9127,0.0016,1.089
57925.32619,11.9129,0.0016,1.088
57925.32666,11.9202,0.0017,1.088
57925.32713,11.9163,0.0018,1.087
57925.32759,11.9174,0.0020,1.086
57925.32807,11.9226,0.0021,1.085
57925.32853,11.9166,0.0023,1.084
57925.32900,11.9036,0.0026,1.083
57925.32947,11.9140,0.0027,1.082
57925.32994,11.9143,0.0029,1.082
57925.33041,11.9138,0.0031,1.081
57925.33088,11.9216,0.0032,1.080
57925.33182,11.9254,0.0034,1.078
57925.33228,11.9105,0.0034,1.077
57925.33275,11.9166,0.0034,1.077
57925.33322,11.9161,0.0034,1.076
57925.33369,11.9174,0.0035,1.075
57925.33416,11.9104,0.0036,1.074
57925.33463,11.9155,0.0037,1.074
57925.33509,11.9046,0.0038,1.073
57925.33557,11.9163,0.0039,1.072
57925.33603,11.9085,0.0040,1.071
57925.33650,11.9228,0.0041,1.071
57925.33697,11.9155,0.0042,1.070
57925.33744,11.9189,0.0041,1.069
57925.33792,11.9233,0.0040,1.068
57925.33838,11.9204,0.0038,1.068
57925.33885,11.9042,0.0035,1.067
57925.33932,11.9169,0.0032,1.066
57925.33979,11.9152,0.0028,1.066
57925.34025,11.9152,0.0025,1.065
57925.34073,11.9075,0.0021,1.064
57925.34120,11.9153,0.0019,1.063
57925.34167,11.9121,0.0017,1.063
57925.34214,11.9094,0.0016,1.062
57925.34260,11.9196,0.0015,1.062
57925.34308,11.9085,0.0014,1.061
57925.34354,11.9072,0.0014,1.060
57925.34402,11.9068,0.0013,1.060
57925.34448,11.9081,0.0013,1.059
57925.34495,11.9152,0.0013,1.058
57925.34542,11.9116,0.0013,1.058
57925.34589,11.9133,0.0014,1.057
57925.34637,11.9111,0.0015,1.056
57925.34683,11.9080,0.0015,1.056
57925.34729,11.9113,0.0016,1.055
57925.34777,11.9196,0.0017,1.055
57925.34824,11.9186,0.0017,1.054
57925.34876,11.9080,0.0017,1.054
57925.34922,11.9089,0.0017,1.053
57925.34970,11.9116,0.0017,1.052
57925.35016,11.9067,0.0017,1.052
57925.35064,11.9129,0.0016,1.051
57925.35110,11.9119,0.0017,1.051
57925.35157,11.9136,0.0017,1.050
57925.35204,11.9109,0.0018,1.050
57925.35250,11.9070,0.0021,1.049
57925.35297,11.9116,0.0026,1.049
57925.35344,11.9165,0.0034,1.048
57925.35391,11.9165,0.0055,1.048
57925.35438,11.9126,0.0085,1.047
57925.35485,11.9175,0.0119,1.047
57925.36016,11.9088,0.0202,1.042
57925.36063,11.9111,0.0182,1.041
57925.36110,11.8988,0.0147,1.041
57925.36204,11.9094,0.0075,1.040
57925.36250,11.9047,0.0048,1.040
57925.36297,11.9000,0.0028,1.039
57925.36344,11.9126,0.0022,1.039
57925.36391,11.9201,0.0018,1.038
57925.36439,11.9090,0.0017,1.038
57925.36485,11.9142,0.0016,1.038
57925.36532,11.9088,0.0016,1.037
57925.36579,11.9087,0.0016,1.037
57925.36626,11.9084,0.0017,1.037
57925.36672,11.9190,0.0018,1.036
57925.36720,11.9144,0.0019,1.036
57925.36766,11.9138,0.0021,1.036
57925.36814,11.9166,0.0022,1.035
57925.36860,11.9193,0.0024,1.035
57925.36907,11.9113,0.0026,1.035
57925.36954,11.9096,0.0028,1.034
57925.37000,11.9151,0.0030,1.034
57925.37047,11.9130,0.0032,1.034
57925.37094,11.9156,0.0033,1.033
57925.37146,11.9226,0.0034,1.033
57925.37193,11.9116,0.0034,1.033
57925.37241,11.9124,0.0034,1.033
57925.37287,11.8969,0.0033,1.032
57925.37334,11.9086,0.0032,1.032
57925.37381,11.9077,0.0031,1.032
57925.37428,11.9048,0.0029,1.032
57925.37475,11.9176,0.0027,1.031
57925.37522,11.9153,0.0025,1.031
57925.37568,11.9043,0.0023,1.031
57925.37616,11.9022,0.0022,1.031
57925.37662,11.9134,0.0021,1.030
57925.37709,11.8987,0.0020,1.030
57925.37757,11.9198,0.0020,1.030
57925.37803,11.9113,0.0019,1.030
57925.37851,11.9162,0.0019,1.030
57925.37897,11.9103,0.0020,1.029
57925.37944,11.9069,0.0020,1.029
57925.37991,11.9144,0.0021,1.029
57925.38038,11.9162,0.0022,1.029
57925.38084,11.9057,0.0023,1.029
57925.38132,11.9142,0.0023,1.029
57925.38178,11.9098,0.0024,1.028
57925.38226,11.9036,0.0024,1.028
57925.38278,11.9185,0.0024,1.028
57925.38325,11.9204,0.0024,1.028
57925.38372,11.9122,0.0023,1.028
57925.38418,11.9030,0.0022,1.028
57925.38465,11.8991,0.0021,1.028
57925.38512,11.8972,0.0020,1.027
57925.38559,11.9140,0.0019,1.027
57925.38606,11.9052,0.0019,1.027
57925.38653,11.9151,0.0018,1.027
57925.38700,11.9104,0.0017,1.027
57925.38747,11.9077,0.0017,1.027
57925.38794,11.9077,0.0017,1.027
57925.38840,11.9135,0.0017,1.027
57925.38888,11.9093,0.0017,1.027
57925.38934,11.9222,0.0016,1.027
57925.38981,11.9091,0.0015,1.027
57925.39028,11.9203,0.0014,1.027
57925.39075,11.9046,0.0013,1.027
57925.39122,11.9087,0.0012,1.026
57925.39168,11.9069,0.0011,1.026
57925.39215,11.9201,0.0010,1.026
57925.39262,11.9139,0.0010,1.026
57925.39309,11.9124,0.0010,1.026
57925.39355,11.9125,0.0010,1.026
57925.39402,11.9157,0.0011,1.026
57925.39448,11.9153,0.0012,1.026
57925.39495,11.9134,0.0013,1.026
57925.39543,11.9195,0.0014,1.026
57925.39589,11.9159,0.0015,1.026
57925.39635,11.9036,0.0015,1.026
57925.39682,11.9051,0.0016,1.026
57925.39728,11.9190,0.0016,1.026
57925.39775,11.9151,0.0017,1.026
57925.39822,11.9142,0.0018,1.026
57925.39874,11.9102,0.0019,1.027
57925.39921,11.9109,0.0020,1.027
57925.39968,11.9080,0.0022,1.027
57925.40014,11.9192,0.0023,1.027
57925.40061,11.9102,0.0025,1.027
57925.40108,11.9098,0.0026,1.027
57925.40155,11.9103,0.0027,1.027
57925.40201,11.9151,0.0028,1.027
57925.40249,11.9124,0.0028,1.027
57925.40295,11.9066,0.0028,1.027
57925.40343,11.9063,0.0027,1.027
57925.40389,11.9139,0.0026,1.027
57925.40436,11.9142,0.0026,1.028
57925.40483,11.9058,0.0025,1.028
57925.40530,11.9091,0.0023,1.028
57925.40576,11.9151,0.0022,1.028
57925.40624,11.9185,0.0021,1.028
57925.40670,11.9106,0.0021,1.028
57925.40716,11.9012,0.0020,1.028
57925.40763,11.9126,0.0020,1.029
57925.40810,11.9115,0.0020,1.029
57925.40856,11.9146,0.0019,1.029
57925.40904,11.9094,0.0018,1.029
57925.40950,11.9093,0.0018,1.029
57925.41002,11.9100,0.0017,1.029
57925.41050,11.9054,0.0016,1.030
57925.41096,11.9068,0.0015,1.030
57925.41142,11.9072,0.0015,1.030
57925.41189,11.9105,0.0014,1.030
57925.41236,11.9148,0.0013,1.030
57925.41282,11.9190,0.0013,1.031
57925.41329,11.9185,0.0013,1.031
57925.41376,11.9141,0.0013,1.031
57925.41422,11.9158,0.0014,1.031
57925.41470,11.9192,0.0014,1.032
57925.41516,11.9164,0.0015,1.032
57925.41564,11.9121,0.0016,1.032
57925.41610,11.9136,0.0017,1.032
57925.41657,11.9083,0.0018,1.033
57925.41704,11.9159,0.0019,1.033
57925.41750,11.9127,0.0020,1.033
57925.41796,11.9103,0.0020,1.033
57925.41844,11.9058,0.0021,1.034
57925.41895,11.9148,0.0021,1.034
57925.41942,11.9143,0.0021,1.034
57925.41988,11.9121,0.0021,1.035
57925.42035,11.9065,0.0021,1.035
57925.42082,11.9128,0.0020,1.035
57925.42130,11.9074,0.0020,1.036
57925.42176,11.9128,0.0020,1.036
57925.42223,11.9080,0.0021,1.036
57925.42270,11.9078,0.0021,1.036
57925.42317,11.9157,0.0022,1.037
57925.42363,11.9119,0.0023,1.037
57925.42411,11.9148,0.0023,1.038
57925.42458,11.9158,0.0024,1.038
57925.42505,11.9053,0.0024,1.038
57925.42552,11.9176,0.0024,1.039
57925.42598,11.9097,0.0024,1.039
57925.42646,11.9147,0.0024,1.039
57925.42692,11.9050,0.0023,1.040
57925.42740,11.9151,0.0023,1.040
57925.42786,11.9190,0.0022,1.041
57925.42833,11.9119,0.0022,1.041
57925.42880,11.9116,0.0021,1.041
57925.42926,11.9183,0.0021,1.042
57925.42973,11.9174,0.0020,1.042
57925.43020,11.9119,0.0019,1.043
57925.43066,11.9108,0.0019,1.043
57925.43112,11.9064,0.0018,1.044
57925.43160,11.9151,0.0018,1.044
57925.43206,11.9114,0.0017,1.044
57925.43252,11.9126,0.0017,1.045
57925.43299,11.9207,0.0017,1.045
57925.43346,11.9129,0.0017,1.046
57925.43392,11.9130,0.0018,1.046
57925.43440,11.9153,0.0018,1.047
57925.43492,11.9172,0.0019,1.047
57925.43538,11.9118,0.0019,1.048
57925.43586,11.9079,0.0020,1.048
57925.43632,11.9140,0.0020,1.049
57925.43678,11.9180,0.0020,1.049
57925.43726,11.9059,0.0020,1.050
57925.43772,11.9134,0.0020,1.050
57925.43819,11.9073,0.0019,1.051
57925.43866,11.9079,0.0019,1.052
57925.43913,11.9101,0.0018,1.052
57925.43959,11.9166,0.0017,1.053
57925.44006,11.9105,0.0016,1.053
57925.44052,11.9079,0.0015,1.054
57925.44100,11.9060,0.0014,1.054
57925.44146,11.9076,0.0014,1.055
57925.44192,11.9176,0.0013,1.056
57925.44238,11.9145,0.0014,1.056
57925.44285,11.9161,0.0014,1.057
57925.44332,11.9097,0.0015,1.057
57925.44378,11.9171,0.0016,1.058
57925.44426,11.9192,0.0018,1.059
57925.44472,11.9118,0.0019,1.059
57925.44519,11.9103,0.0020,1.060
57925.44565,11.9177,0.0022,1.060
57925.44617,11.9190,0.0022,1.061
57925.44664,11.9154,0.0023,1.062
57925.44711,11.9103,0.0023,1.062
57925.44758,11.9170,0.0023,1.063
57925.44804,11.9198,0.0022,1.064
57925.44851,11.9107,0.0021,1.064
57925.44898,11.9097,0.0020,1.065
57925.44944,11.9093,0.0019,1.066
57925.44991,11.9118,0.0018,1.066
57925.45037,11.9091,0.0017,1.067
57925.45083,11.9192,0.0016,1.068
57925.45130,11.9162,0.0015,1.069
57925.45176,11.9130,0.0015,1.069
57925.45228,11.9124,0.0015,1.070
57925.45275,11.9163,0.0015,1.071
57925.45322,11.9148,0.0015,1.072
57925.45368,11.9105,0.0015,1.072
57925.45420,11.9094,0.0015,1.073
57925.45466,11.9154,0.0015,1.074
57925.45519,11.9154,0.0015,1.075
57925.45565,11.9116,0.0015,1.076
57925.45611,11.9139,0.0014,1.076
57925.45659,11.9151,0.0014,1.077
57925.45705,11.9134,0.0014,1.078
57925.45752,11.9143,0.0013,1.079
57925.45799,11.9120,0.0013,1.080
57925.45850,11.9127,0.0013,1.080
57925.45897,11.9130,0.0014,1.081
57925.45944,11.9099,0.0014,1.082
57925.45991,11.9170,0.0014,1.083
57925.46037,11.9044,0.0014,1.084
57925.46083,11.9249,0.0013,1.085
57925.46130,11.9123,0.0013,1.085
57925.46177,11.9082,0.0013,1.086
57925.46223,11.9220,0.0013,1.087
57925.46271,11.9045,0.0013,1.088
57925.46317,11.9062,0.0013,1.089
57925.46365,11.9105,0.0014,1.090
57925.46411,11.9096,0.0015,1.091
57925.46458,11.9139,0.0016,1.092
57925.46505,11.9117,0.0017,1.093
57925.46552,11.9158,0.0018,1.094
57925.46604,11.9217,0.0019,1.095
57925.46655,11.9093,0.0019,1.096
57925.46701,11.9135,0.0019,1.097
57925.46749,11.9083,0.0019,1.098
57925.46795,11.9078,0.0019,1.098
57925.46841,11.9142,0.0019,1.099
57925.46889,11.9074,0.0019,1.100
57925.46935,11.9124,0.0019,1.101
57925.46983,11.9085,0.0019,1.102
57925.47029,11.9086,0.0020,1.103
57925.47076,11.9125,0.0021,1.104
57925.47123,11.9108,0.0021,1.105
57925.47170,11.9122,0.0021,1.106
57925.47216,11.9105,0.0020,1.107
57925.47264,11.9170,0.0033,1.109
57927.24279,11.9161,0.0037,1.363
57927.24325,11.8919,0.0037,1.361
57927.24373,11.9261,0.0037,1.358
57927.24419,11.9049,0.0029,1.355
57927.24465,11.9169,0.0033,1.353
57927.24512,11.9027,0.0035,1.350
57927.24559,11.8914,0.0037,1.348
57927.24605,11.9150,0.0038,1.345
57927.24653,11.9019,0.0038,1.342
57927.24699,11.9153,0.0038,1.340
57927.24747,11.9071,0.0037,1.337
57927.24793,11.8905,0.0037,1.335
57927.24839,11.9102,0.0036,1.333
57927.24887,11.9032,0.0035,1.330
57927.24933,11.9200,0.0035,1.328
57927.24979,11.9146,0.0035,1.325
57927.25027,11.9204,0.0037,1.323
57927.25073,11.9211,0.0039,1.320
57927.25119,11.9090,0.0042,1.318
57927.25166,11.9105,0.0045,1.316
57927.25212,11.9049,0.0048,1.313
57927.25259,11.8940,0.0049,1.311
57927.25706,11.9162,0.0050,1.289
57927.25752,11.9043,0.0050,1.287
57927.25800,11.9077,0.0049,1.285
57927.25992,11.9082,0.0046,1.276
57927.26038,11.9183,0.0044,1.274
57927.26084,11.8996,0.0040,1.272
57927.26131,11.9280,0.0036,1.270
57927.26177,11.8996,0.0032,1.268
57927.26223,11.9219,0.0030,1.266
57927.26270,11.9145,0.0029,1.264
57927.26317,11.9063,0.0029,1.262
57927.26363,11.9125,0.0031,1.260
57927.26411,11.9266,0.0032,1.258
57927.26457,11.9150,0.0034,1.256
57927.26505,11.9152,0.0036,1.254
57927.26552,11.9130,0.0038,1.252
57927.26603,11.9215,0.0039,1.249
57927.26649,11.9210,0.0040,1.247
57927.26696,11.9155,0.0044,1.246
57927.26743,11.9090,0.0044,1.244
57927.26789,11.9194,0.0045,1.242
57927.26836,11.9085,0.0047,1.240
57927.26888,11.9025,0.0049,1.238
57927.26935,11.8939,0.0048,1.236
57927.26981,11.9232,0.0052,1.234
57927.27028,11.9269,0.0056,1.232
57927.27075,11.9163,0.0061,1.230
57927.27126,11.9011,0.0066,1.228
57927.27172,11.9095,0.0071,1.226
57927.27225,11.9079,0.0073,1.224
57927.27272,11.9000,0.0074,1.223
57927.27323,11.9137,0.0074,1.221
57927.27370,11.8810,0.0072,1.219
57927.27418,11.9177,0.0072,1.217
57927.27464,11.9046,0.0072,1.215
57927.27510,11.9324,0.0070,1.214
57927.27558,11.9248,0.0069,1.212
57927.27604,11.9047,0.0069,1.210
57927.27652,11.8998,0.0067,1.208
57927.27698,11.9323,0.0066,1.207
57927.27750,11.9347,0.0067,1.205
57927.27802,11.9075,0.0070,1.203
57927.27848,11.9103,0.0072,1.201
57927.27896,11.9092,0.0075,1.200
57927.27942,11.8919,0.0079,1.198
57927.27988,11.8830,0.0084,1.196
57927.28041,11.9217,0.0088,1.195
57927.28087,11.8836,0.0090,1.193
57927.28139,11.9119,0.0091,1.191
57927.28185,11.9036,0.0093,1.190
57927.28237,11.9060,0.0093,1.188
57927.28285,11.9126,0.0093,1.186
57927.28331,11.8963,0.0095,1.185
57927.28377,11.9295,0.0095,1.183
57927.28429,11.9160,0.0093,1.181
57927.28527,11.9347,0.0092,1.178
57927.28579,11.9078,0.0092,1.177
57927.28626,11.9216,0.0089,1.175
57927.28672,11.9011,0.0090,1.174
57927.28719,11.9070,0.0091,1.172
57927.28771,11.9404,0.0094,1.170
57927.28822,11.9007,0.0095,1.169
57927.28869,11.9182,0.0101,1.167
57927.28916,11.9145,0.0106,1.166
57927.28962,11.9097,0.0115,1.165
57927.29008,11.9080,0.0117,1.163
57927.29060,11.9354,0.0126,1.162
57927.29163,11.9206,0.0133,1.159
57927.29215,11.9032,0.0134,1.157
57927.29263,11.9297,0.0144,1.156
57927.29309,11.9212,0.0139,1.154
57927.29360,11.9064,0.0141,1.153
57927.29413,11.9124,0.0138,1.151
57927.29465,11.9163,0.0139,1.150
57927.29512,11.9054,0.0134,1.148
57927.29559,11.9128,0.0136,1.147
57927.29605,11.8956,0.0132,1.146
57927.29652,11.9216,0.0132,1.145
57927.29699,11.9096,0.0126,1.143
57927.29745,11.9064,0.0122,1.142
57927.29792,11.8968,0.0119,1.141
57927.29838,11.9313,0.0117,1.139
57927.29884,11.8985,0.0113,1.138
57927.29931,11.9226,0.0111,1.137
57927.29978,11.9364,0.0105,1.136
57927.30025,11.9235,0.0101,1.134
57927.30072,11.9229,0.0097,1.133
57927.30119,11.9024,0.0091,1.132
57927.30166,11.8964,0.0085,1.131
57927.30213,11.9087,0.0082,1.130
57927.30259,11.9118,0.0077,1.128
57927.30307,11.9290,0.0071,1.127
57927.30353,11.9432,0.0067,1.126
57927.30400,11.9366,0.0064,1.125
57927.30451,11.9116,0.0060,1.124
57927.30505,11.8992,0.0057,1.122
57927.30556,11.9158,0.0055,1.121
57927.30603,11.9157,0.0052,1.120
57927.30649,11.9284,0.0049,1.119
57927.30696,11.8936,0.0047,1.118
57927.30743,11.8943,0.0045,1.117
57927.30789,11.9245,0.0042,1.116
57927.30836,11.9165,0.0075,1.114
57928.13110,11.9054,0.0108,2.918
57928.13156,11.9072,0.0108,2.903
57928.13250,11.9244,0.0087,2.873
57928.13296,11.9370,0.0096,2.858
57928.13343,11.9054,0.0109,2.844
57928.13390,11.9017,0.0117,2.829
57928.13436,11.9374,0.0122,2.815
57928.13530,11.9223,0.0121,2.787
57928.13578,11.9299,0.0114,2.773
57928.13624,11.8969,0.0106,2.759
57928.13670,11.8995,0.0097,2.746
57928.13718,11.9094,0.0088,2.732
57928.13764,11.9251,0.0079,2.719
57928.13810,11.9032,0.0071,2.706
57928.13858,11.8989,0.0066,2.692
57928.13904,11.9193,0.0060,2.680
57928.13951,11.9206,0.0056,2.667
57928.13998,11.9077,0.0054,2.654
57928.14045,11.9317,0.0052,2.641
57928.14091,11.9294,0.0050,2.629
57928.14139,11.9316,0.0049,2.616
57928.14185,11.9161,0.0048,2.604
57928.14233,11.9143,0.0047,2.592
57928.14279,11.8963,0.0046,2.580
57928.14326,11.9021,0.0046,2.568
57928.14373,11.9042,0.0045,2.556
57928.14466,11.9074,0.0044,2.533
57928.14515,11.9141,0.0042,2.521
57928.14561,11.9112,0.0041,2.510
57928.14609,11.9169,0.0039,2.499
57928.14655,11.9208,0.0037,2.488
57928.14703,11.8934,0.0035,2.476
57928.14750,11.9081,0.0033,2.465
57928.14796,11.9019,0.0030,2.455
57928.14844,11.9069,0.0028,2.444
57928.14890,11.9112,0.0025,2.433
57928.14942,11.9027,0.0023,2.421
57928.14990,11.9076,0.0022,2.411
57928.15037,11.9025,0.0022,2.400
57928.15083,11.9166,0.0021,2.390
57928.15130,11.9317,0.0022,2.380
57928.15177,11.9040,0.0022,2.370
57928.15223,11.9191,0.0023,2.360
57928.15270,11.9067,0.0023,2.350
57928.15317,11.9328,0.0024,2.340
57928.15363,11.9056,0.0025,2.331
57928.15410,11.9000,0.0025,2.321
57928.15457,11.9310,0.0026,2.311
57928.15505,11.9254,0.0026,2.302
57928.15551,11.9132,0.0026,2.292
57928.15597,11.9309,0.0025,2.283
57928.15644,11.9206,0.0025,2.274
57928.15691,11.9093,0.0026,2.265
57928.15737,11.9131,0.0026,2.256
57928.15785,11.9225,0.0027,2.247
57928.15837,11.9230,0.0028,2.237
57928.15883,11.9212,0.0029,2.228
57928.15929,11.9180,0.0029,2.219
57928.15977,11.9124,0.0029,2.210
57928.16023,11.9195,0.0028,2.202
57928.16071,11.8988,0.0028,2.193
57928.16117,11.9334,0.0027,2.185
57928.16164,11.9057,0.0026,2.176
57928.16211,11.9384,0.0025,2.168
57928.16257,11.9204,0.0023,2.160
57928.16304,11.9394,0.0023,2.151
57928.16351,11.9155,0.0022,2.143
57928.16398,11.9133,0.0023,2.135
57928.16444,11.9225,0.0023,2.127
57928.16491,11.9016,0.0024,2.119
57928.16538,11.9205,0.0025,2.111
57928.16633,11.9122,0.0026,2.095
57928.16681,11.9145,0.0026,2.087
57928.16727,11.9319,0.0026,2.080
57928.16773,11.8924,0.0026,2.072
57928.16821,11.9149,0.0026,2.065
57928.16867,11.9169,0.0025,2.057
57928.16919,11.9256,0.0024,2.049
57928.16965,11.9162,0.0023,2.042
57928.17016,11.8934,0.0022,2.034
57928.17064,11.9253,0.0021,2.027
57928.17110,11.9188,0.0020,2.019
57928.17156,11.9132,0.0021,2.012
57928.17203,11.9177,0.0022,2.005
57928.17255,11.9139,0.0024,1.998
57928.17302,11.9200,0.0026,1.991
57928.17348,11.9111,0.0029,1.984
57928.17396,11.9049,0.0031,1.977
57928.17442,11.9108,0.0033,1.970
57928.17488,11.9331,0.0035,1.963
57928.17536,11.9092,0.0037,1.957
57928.17582,11.9269,0.0038,1.950
57928.17628,11.9026,0.0038,1.943
57928.17676,11.9193,0.0038,1.937
57928.17722,11.9210,0.0038,1.930
57928.17769,11.9280,0.0038,1.924
57928.17821,11.9177,0.0038,1.917
57928.17867,11.8960,0.0039,1.911
57928.17914,11.9117,0.0039,1.904
57928.17961,11.9214,0.0040,1.898
57928.18008,11.9058,0.0040,1.892
57928.18054,11.9167,0.0040,1.886
57928.18101,11.9034,0.0039,1.880
57928.18148,11.9079,0.0038,1.873
57928.18194,11.9238,0.0037,1.867
57928.18242,11.9167,0.0036,1.861
57928.18288,11.9063,0.0035,1.855
57928.18334,11.9265,0.0033,1.850
57928.18381,11.9062,0.0032,1.844
57928.18427,11.9265,0.0031,1.838
57928.18475,11.9100,0.0031,1.832
